1.407579935	1.149505678
0.994739853	1.264926256
2.14716479	0.98384428
0.412830487	0.554741008
0.708322478	0.948811021
1.046738771	0.22953459
1.015720602	0.796842562
0.866329676	2.384313844
0.7121767	2.003387886
1.494752388	1.520665356
0.963758004	1.262838617
0.515941702	1.495933215
2.027702681	1.233700463
1.547295011	1.559050106
1.893305024	1.723457829
0.983951171	0.387245352
2.149494541	0.885406348
1.551806265	0.983709498
-0.084859212	0.666928658
0.24081529	0.403489847
1.350178369	1.763272169
0.930287225	1.400688005
0.913712639	0.45353439
1.644861734	0.368393181
2.02131342	1.256319576
1.234741202	0.586696997
1.076398944	0.281020462
2.350558614	0.851525229
0.993593241	0.493159773
0.729670491	1.509770382
0.642970253	2.383943784
0.55859825	-0.020571623
1.049017037	1.502501707
0.483485822	1.253459497
-0.115046289	0.494466689
0.229067866	1.576994774
1.261721299	0.466975179
1.654769682	-0.129349818
1.721561315	0.326011444
2.387718179	1.346898004
0.349612392	1.246186135
1.818720541	1.60159294
1.049008134	1.294463829
0.719330664	1.756212711
0.744172194	-0.202887914
1.533774781	0.817296929
1.389850014	0.7820778
-0.08370716	0.965269361
1.614817839	1.640310052
1.495139358	0.594145457
0.858200641	1.15147213
0.41124048	-0.146400314
0.538247061	0.450785849
0.258326275	1.564086965
0.969871176	-0.046078395
0.766801599	1.8489075
0.812832933	0.709538647
1.13281882	1.316660372
0.821605009	0.294233163
-0.018316836	1.4528852
0.640774426	0.999153671
0.685991913	1.752436725
-0.029497307	0.67195334
1.531406714	0.558786975
-0.299987223	0.546353286
1.253276128	2.184824492
0.823114542	0.802173145
0.781449204	0.034592289
1.388593607	1.569140315
0.817880675	1.01497146
0.86389724	0.786476633
0.477051499	1.310090463
1.6754557	1.532487643
1.594971273	0.617692908
1.411862353	1.06653853
1.318752575	0.813607053
1.435862225	0.653139995
1.416552319	1.285314799
1.236460372	1.432820195
1.378974482	0.177917702
0.574537966	1.666076521
1.017607996	1.089303865
1.330226145	0.858378613
0.564710422	0.046911321
1.000458623	0.845672854
0.887493212	0.958264138
1.744854542	1.062279424
1.283492975	0.738099311
1.656683446	1.555657
1.373602054	1.940817112
1.605540286	1.746177823
0.94330166	0.861670436
1.069091685	1.201362293
0.623105806	1.244032764
1.232543479	0.626920545
2.844563715	0.993107664
1.058551817	0.646168877
0.972643217	1.041253332
1.514953406	1.966022247
0.061828751	0.887779377
2.676937013	3.561543168
1.491456976	4.826463102
2.340504297	4.52384093
2.165958153	3.684759008
1.959784855	3.557801292
1.569633061	4.846537153
2.250387032	4.018822244
2.674735945	4.111152821
2.409585944	4.209569145
2.837654992	3.62256524
1.16684651	4.65332981
2.011557488	5.411882041
1.189787912	2.507305328
2.068781301	4.118779343
