7.388324555349946587e-01 5.073929064553045487e-01
4.880205212425889894e-01 1.177453738330488608e+00
2.307560762463650994e-01 1.348540192175051944e+00
5.772597959485249036e-02 1.050332952209880322e+00
8.163854054134789262e-01 1.051049608390293155e+00
-2.160885936720389200e-01 9.861250805386112539e-01
-8.292245930680341992e-03 8.286109630641408375e-01
9.076484281344175953e-01 7.950897525818676481e-01
3.485589836254088247e-01 1.416041836899102790e+00
6.376837015499343675e-01 1.253031591678195333e+00
-5.812732316817733613e-01 1.075155609953170943e+00
3.496906597471627354e-01 1.024749583022976029e+00
-6.015801495668047227e-01 1.310430299718151170e+00
-8.368782782143963095e-01 1.492313917205421170e+00
3.902506211178531914e-01 1.045179812023177002e+00
3.228084323654302201e-01 1.481536775442739318e+00
-7.031139742085893429e-01 7.249223723472293379e-01
-6.542777431322890219e-03 9.239334889802179873e-01
-9.231093233677996057e-01 1.184164106303523312e+00
3.727448138282438705e-01 1.055498729523631329e+00
2.792890669560151862e-01 1.149616303270200035e+00
-4.151937627567058864e-01 8.250578548359566167e-01
1.013489578304877625e+00 1.644894660416266863e+00
-6.925378361538444549e-01 1.218576873092479973e+00
-5.673825423099196907e-01 7.403055001612655062e-01
-4.213768630424722939e-01 9.370873664721043328e-01
-4.551117435547717416e-01 1.075785377003916743e+00
5.604798241916882778e-02 9.436813732097873997e-01
-1.930700431061007916e-01 1.416423732765562882e+00
-4.639537305952669000e-01 1.015637361323413312e+00
2.062680284970061173e+00 1.090094218503221635e+00
2.304937533404140204e+00 1.926915693055744505e+00
1.826043751132331527e+00 2.647303569673983281e-01
1.889870331753772392e+00 4.973298071942227061e-01
2.186353093120177782e+00 -4.311135445613325512e-01
1.348900934935442164e+00 1.290750861772919755e+00
2.456022294634274683e+00 2.132848900429020755e-01
2.285657646157596812e+00 1.150805859555294131e+00
3.119443745062762563e+00 1.203625938086597902e+00
2.316190030301630287e+00 4.415626349589230060e-01
1.780300431212895163e+00 1.272724184523183144e+00
2.352210245586946691e+00 1.202556914241237562e+00
1.734108562329938152e+00 2.096731253677427631e+00
1.706503940436018496e+00 7.315056852164392165e-01
2.569774702681630441e+00 2.298299024727408213e-01
1.564807064393071601e+00 2.042034122779741168e+00
1.638373719615914936e+00 6.912848058707299348e-01
1.874822337132957317e+00 1.928535836846275942e+00
2.098375582158332975e+00 1.544407664682501125e+00
1.707301884867091335e+00 3.579275499241447722e-01
2.718721288218008958e+00 9.065677057196974697e-02
2.583810254170919141e+00 6.226715836427954009e-01
2.255012200668315980e+00 1.371781668905704299e+00
1.552626301308532408e+00 1.256843711311610212e+00
2.414653850583142969e+00 7.517061248086447378e-01
1.594573783918586285e+00 1.408784278068038187e+00
1.570677204652964232e+00 8.217731215283191615e-01
1.954242377172967782e+00 1.425275914253324450e+00
2.621409990616574870e+00 9.109593285057629997e-01
2.093505118923621566e+00 1.540676701224342526e+00
1.207292320289426790e+00 5.173803002281334162e-01
2.079435746524774142e+00 8.677049869718389541e-01
2.063864707726692060e+00 9.495491760271767001e-01
1.493171287787357748e+00 1.315347689449011925e+00
2.907181837297564631e+00 1.426305850836347977e-01
1.188806064072766899e+00 7.201472747361525872e-01
2.532486466392219970e+00 7.840107691570190607e-01
1.924001460255448048e+00 1.571126183910045437e+00
2.641582641586574187e+00 6.403213224364592282e-01
2.141554373559017677e+00 1.366301260677223350e+00
2.566821559928720298e+00 2.839960906764119608e-01
2.422289689010045599e+00 8.324079852248422728e-01
2.396069750413893917e+00 1.547316527041101342e+00
1.960825518028599390e+00 9.568443083087019296e-01
2.202151343122477734e+00 5.738577744608273079e-01
1.648627088881439828e+00 5.900225344361738067e-01
2.399043501087680497e+00 1.662797637790934369e+00
9.721204364733313508e-01 1.214755915122054830e+00
1.429744825858760393e+00 5.326811106406568186e-01
1.235078902839632509e+00 3.471009849369944833e-01
1.525352655486869491e+00 7.072265143655805941e-01
1.916928666255146130e+00 1.632228933005689608e+00
1.529506342291233167e+00 1.365653440525798068e+00
2.205457243165837689e+00 1.010966573866278084e+00
1.902856003599838752e+00 4.728367069420559288e-01
1.750256749789003141e+00 1.458866183481892786e+00
2.317679500929349601e+00 9.305474224315127829e-01
1.918650704782724370e+00 7.722584544255528538e-01
1.321313081078101082e+00 1.420051883181641106e+00
2.661232756195166083e+00 6.320577545874093151e-01
2.447342374409287480e+00 1.338904702881527964e+00
1.808768376152685375e+00 1.405953662344889388e+00
2.340647900662057523e+00 1.449337158345717302e+00
1.294688092859529904e+00 1.194989178809740871e+00
2.775675648068851586e+00 4.150980094801253184e-01
1.526128051789002793e+00 1.162079656851175979e+00
2.268442057117731281e+00 2.349350635056123293e-01
2.426885645376172906e+00 9.931013076977140974e-01
1.829427663103705637e+00 1.774466663037532310e+00
1.952134044405307023e+00 1.921186888055368414e-01
7.658050024920418641e-01 5.929006850126008477e-01
8.524003768124007729e-01 7.431138657739204678e-01
9.950045917732555090e-01 1.160965501656949117e+00
8.632393293271527490e-01 1.232643028495437498e+00
1.120885397991610910e+00 1.024315031928038744e+00
9.620235632899059031e-01 1.447924784791955855e+00
1.119053991558512484e+00 1.190990154369085285e+00
6.498618195602895442e-01 1.291333762644736982e+00
7.109773415426550169e-01 9.780844815715249441e-01
5.412593106737164650e-01 -1.197000639809189249e-01
7.492232580191668934e-01 1.448381861400422466e+00
1.377365203195072496e+00 8.239614662927248201e-01
1.319910784504054080e+00 1.884155954578554670e+00
1.730267383319862740e+00 3.337942276972236666e-01
9.712952550260027795e-01 6.902968201567207807e-01
9.904632590602125974e-01 1.408549602024366187e+00
1.480395668573138535e+00 2.055904422212758709e-01
1.134630864384229332e+00 9.344904207534464602e-01
3.417187654691422605e-02 3.861211079439423877e-01
1.226961821682315712e+00 3.288556515184769546e-01
9.886422804852669222e-01 1.330248320921088689e+00
7.906692911580204264e-01 1.184556174922321903e+00
9.043109780128009145e-01 3.505948788788015857e-01
1.005838708276517002e+00 1.040085141743125385e+00
7.846734522156372238e-01 1.465443907830621395e+00
8.376187829729569989e-01 1.239973292537686733e+00
9.618495929500588959e-01 2.548837173043994042e-01
1.469543555062802431e+00 8.968267766837056953e-01
1.181735232950194003e+00 1.012377504979341314e+00
6.814195800566478223e-01 1.024720463372754464e+00
1.680533725569508308e+00 1.791383455545291215e-01
1.208250126027062610e+00 3.697412969027230600e-01
1.236003961096819648e+00 7.617098288464640987e-01
1.259729354283020353e+00 8.115250456723128725e-01
9.731395826264273019e-01 9.543234915834940546e-01
1.250883052930453321e+00 3.396826325561888016e-01
9.704132897979536043e-01 1.796695142131395029e+00
9.054307999477162472e-01 5.153446403293524547e-01
6.784448773943962951e-01 1.281685944726242532e+00
3.493514410729601227e-01 1.195984830449746461e+00
9.853193979788286150e-01 9.950837532691454435e-01
1.009326268869709553e+00 9.464892415295654837e-01
1.630098832623691596e+00 7.734535985500297084e-01
1.124379771828707852e+00 7.614274904533738786e-01
1.336491274562572551e+00 6.418135042245964872e-01
8.693685767510411777e-01 1.221105204906292929e+00
1.229122306182031776e+00 1.621627983046432853e+00
1.420212562957992697e+00 4.351175609219978258e-01
8.842374216091410943e-01 2.154395942699341981e-01
8.295398962742439597e-01 1.332119332418328250e+00
